Wall time,Step,Value
1600627900.7940357,74,0.7853261232376099
1600627911.9462404,148,0.7853261232376099
1600627920.275753,222,0.7853261232376099
1600627928.6322987,296,0.7853261232376099
1600627936.9983199,370,0.7853261232376099
1600627945.403115,444,0.7853261232376099
1600627953.8404837,518,0.7853261232376099
1600627962.314622,592,0.801630437374115
1600627973.9251645,666,0.8179348111152649
1600627985.3423238,740,0.8179348111152649
1600627993.8253708,814,0.820652186870575
1600628005.3929572,888,0.823369562625885
1600628016.8958426,962,0.820652186870575
1600628025.3705788,1036,0.823369562625885
1600628033.8686068,1110,0.820652186870575
1600628042.3655808,1184,0.823369562625885
1600628050.8523772,1258,0.820652186870575
1600628059.3445525,1332,0.823369562625885
1600628067.8418753,1406,0.823369562625885
1600628076.3789673,1480,0.823369562625885
1600628084.8775566,1554,0.8260869979858398
1600628096.495829,1628,0.823369562625885
1600628104.9918592,1702,0.823369562625885
1600628113.4764857,1776,0.823369562625885
1600628121.970567,1850,0.823369562625885
1600628130.4703016,1924,0.823369562625885
1600628139.0117817,1998,0.823369562625885
1600628147.516702,2072,0.8260869979858398
1600628156.0433857,2146,0.823369562625885
1600628164.5492933,2220,0.823369562625885
1600628173.0906458,2294,0.823369562625885
1600628181.6288917,2368,0.823369562625885
1600628190.1510043,2442,0.823369562625885
1600628198.645174,2516,0.823369562625885
1600628207.1625981,2590,0.8260869979858398
1600628215.7022016,2664,0.8260869979858398
1600628224.2339473,2738,0.823369562625885
1600628232.7791505,2812,0.8260869979858398
1600628241.3229184,2886,0.8260869979858398
1600628249.8374722,2960,0.8288043737411499
1600628261.360378,3034,0.823369562625885
1600628269.87628,3108,0.8288043737411499
1600628278.3937004,3182,0.8288043737411499
1600628286.896787,3256,0.8288043737411499
1600628295.3988826,3330,0.83423912525177
1600628306.8931127,3404,0.83152174949646
1600628315.3582637,3478,0.83152174949646
1600628323.8468773,3552,0.8288043737411499
1600628332.3588464,3626,0.83423912525177
1600628340.8692133,3700,0.83152174949646
1600628349.3629966,3774,0.8396739363670349
1600628361.0040956,3848,0.8396739363670349
1600628369.485172,3922,0.8369565606117249
1600628377.9703429,3996,0.83423912525177
1600628386.4990916,4070,0.8288043737411499
1600628395.0013845,4144,0.8396739363670349
1600628403.5201225,4218,0.8396739363670349
1600628412.0300877,4292,0.8369565606117249
1600628420.524552,4366,0.83423912525177
1600628429.0328434,4440,0.83423912525177
1600628437.5558436,4514,0.8396739363670349
1600628446.0805147,4588,0.83423912525177
1600628454.6083708,4662,0.842391312122345
1600628465.5349424,4736,0.83423912525177
1600628474.0206418,4810,0.83423912525177
1600628482.533164,4884,0.8396739363670349
1600628491.0424182,4958,0.8396739363670349
1600628499.5567172,5032,0.8396739363670349
1600628508.0467405,5106,0.8396739363670349
1600628516.5239985,5180,0.8396739363670349
1600628525.0576513,5254,0.842391312122345
1600628533.615688,5328,0.8396739363670349
1600628542.1542442,5402,0.8396739363670349
1600628550.6682801,5476,0.8369565606117249
1600628559.1811366,5550,0.8396739363670349
1600628567.6767735,5624,0.8369565606117249
1600628576.201996,5698,0.8396739363670349
1600628584.7404087,5772,0.8369565606117249
1600628593.2578676,5846,0.83423912525177
1600628601.7812397,5920,0.8396739363670349
1600628610.2837632,5994,0.8369565606117249
1600628618.8308358,6068,0.8396739363670349
1600628627.3504088,6142,0.8369565606117249
1600628635.869688,6216,0.8396739363670349
1600628644.4200215,6290,0.8369565606117249
1600628652.9308436,6364,0.8396739363670349
1600628661.458223,6438,0.8396739363670349
1600628670.0170887,6512,0.83423912525177
1600628678.53716,6586,0.842391312122345
1600628687.068897,6660,0.8369565606117249
1600628695.5618103,6734,0.842391312122345
1600628704.1083639,6808,0.8396739363670349
1600628712.631119,6882,0.842391312122345
1600628721.1382303,6956,0.842391312122345
1600628729.6589239,7030,0.83423912525177
1600628738.207621,7104,0.842391312122345
1600628746.7257218,7178,0.845108687877655
1600628758.2878199,7252,0.8369565606117249
1600628766.785821,7326,0.845108687877655
1600628775.2911546,7400,0.845108687877655
1600628783.793935,7474,0.845108687877655
1600628792.2896152,7548,0.845108687877655
1600628800.8052492,7622,0.8396739363670349
1600628809.3381813,7696,0.845108687877655
1600628817.8641706,7770,0.8396739363670349
1600628826.3832746,7844,0.845108687877655
1600628834.8973892,7918,0.845108687877655
1600628843.4159229,7992,0.842391312122345
1600628851.9356623,8066,0.8478261232376099
1600628863.6057792,8140,0.845108687877655
1600628872.0875518,8214,0.85326087474823
1600628883.6294458,8288,0.842391312122345
1600628892.109874,8362,0.842391312122345
1600628900.5706818,8436,0.8505434989929199
1600628909.060194,8510,0.845108687877655
1600628917.5532053,8584,0.85326087474823
1600628926.0470104,8658,0.842391312122345
1600628934.5748682,8732,0.842391312122345
1600628943.0968885,8806,0.8478261232376099
1600628951.5781534,8880,0.842391312122345
1600628960.0530226,8954,0.8478261232376099
1600628968.5819917,9028,0.8505434989929199
1600628977.1206484,9102,0.8505434989929199
1600628985.6426802,9176,0.845108687877655
1600628994.169074,9250,0.85326087474823
1600629002.6992183,9324,0.8478261232376099
1600629011.2281377,9398,0.8505434989929199
1600629019.754177,9472,0.85326087474823
1600629028.2885425,9546,0.8505434989929199
1600629036.7954402,9620,0.8478261232376099
1600629045.3226247,9694,0.85326087474823
1600629053.8344324,9768,0.85326087474823
1600629062.3737085,9842,0.8505434989929199
1600629070.9100263,9916,0.85597825050354
1600629082.3997052,9990,0.85326087474823
1600629090.902237,10064,0.8505434989929199
1600629099.3625078,10138,0.8505434989929199
1600629107.8446023,10212,0.85326087474823
1600629116.3122559,10286,0.8505434989929199
1600629124.8458009,10360,0.85326087474823
1600629133.3741496,10434,0.8505434989929199
1600629141.8907695,10508,0.85326087474823
1600629150.3987143,10582,0.85326087474823
1600629158.948422,10656,0.85326087474823
1600629167.5030386,10730,0.8505434989929199
1600629176.0145357,10804,0.8505434989929199
1600629184.553171,10878,0.85326087474823
1600629193.0510957,10952,0.8478261232376099
1600629201.5852113,11026,0.8505434989929199
1600629210.0942392,11100,0.85326087474823
1600629218.617481,11174,0.85326087474823
1600629227.140402,11248,0.85326087474823
1600629235.6543574,11322,0.8478261232376099
1600629244.1766877,11396,0.85326087474823
1600629252.673819,11470,0.8478261232376099
1600629261.2046025,11544,0.85326087474823
1600629269.706074,11618,0.85326087474823
1600629278.2097266,11692,0.85597825050354
1600629286.7046258,11766,0.85326087474823
1600629295.2144296,11840,0.85326087474823
1600629303.7365336,11914,0.8505434989929199
1600629312.2562122,11988,0.85326087474823
1600629320.7941291,12062,0.85326087474823
1600629329.2973425,12136,0.8505434989929199
1600629337.8095524,12210,0.8505434989929199
1600629346.3145485,12284,0.85326087474823
1600629354.798753,12358,0.85326087474823
1600629363.293183,12432,0.8505434989929199
1600629371.8091645,12506,0.85326087474823
1600629380.3296041,12580,0.85326087474823
1600629388.8143098,12654,0.85326087474823
1600629397.306666,12728,0.85326087474823
1600629405.8199372,12802,0.85326087474823
1600629414.338662,12876,0.85597825050354
1600629422.8675954,12950,0.85597825050354
1600629431.397931,13024,0.85597825050354
1600629439.8974097,13098,0.85326087474823
1600629448.414527,13172,0.85326087474823
1600629456.930712,13246,0.85597825050354
1600629465.449312,13320,0.85597825050354
1600629473.9199882,13394,0.85597825050354
1600629482.459394,13468,0.85326087474823
1600629490.9614425,13542,0.8505434989929199
1600629499.4973028,13616,0.8586956858634949
1600629511.0252774,13690,0.85326087474823
1600629519.4754858,13764,0.8586956858634949
1600629527.9677732,13838,0.85597825050354
1600629536.4749527,13912,0.8505434989929199
1600629544.9508576,13986,0.8505434989929199
1600629553.4495401,14060,0.8614130616188049
1600629564.9857461,14134,0.85326087474823
1600629573.453298,14208,0.85326087474823
1600629581.9544375,14282,0.85597825050354
1600629590.4253795,14356,0.85597825050354
1600629598.9382215,14430,0.8586956858634949
1600629607.451689,14504,0.85326087474823
1600629615.9614496,14578,0.85597825050354
1600629624.4745977,14652,0.85597825050354
1600629633.0050397,14726,0.85597825050354
1600629641.4931188,14800,0.85326087474823
