Wall time,Step,Value
1600628030.9858456,1093,1.1252187490463257
1600628031.5566242,1099,1.0739423036575317
1600628032.0323317,1104,1.1729116439819336
1600628038.4283178,1156,1.1385788917541504
1600628038.9051232,1161,1.130159854888916
1600628039.0003064,1162,1.1620707511901855
1600628040.7196884,1180,1.020182728767395
1600628043.390479,1193,1.0282634496688843
1600628044.6294243,1206,1.1194497346878052
1600628048.2530797,1244,1.0893752574920654
1600628051.3059974,1261,1.1044367551803589
1600628053.2131858,1281,1.0644314289093018
1600628054.4519901,1294,1.117712378501892
1600628056.549513,1316,1.1916162967681885
1600628056.8355782,1319,1.2097969055175781
1600628059.6125004,1333,1.0968962907791138
1600628059.993558,1337,1.0637531280517578
1600628064.5777502,1385,1.0586897134780884
1600628065.2465844,1392,1.1523730754852295
1600628068.7829876,1414,0.9473893046379089
1600628069.9299796,1426,1.1967809200286865
1600628070.886438,1436,0.9962224960327148
1600628073.7572699,1466,1.0333929061889648
1600628074.8069832,1477,0.9062181711196899
1600628077.028433,1485,1.0994625091552734
1600628077.5997698,1491,1.195920705795288
1600628080.655881,1523,1.1732213497161865
1600628081.0380337,1527,1.2289652824401855
1600628083.4272242,1552,1.000133752822876
1600628089.5253742,1568,1.170745849609375
1600628089.6217384,1569,1.002787470817566
1600628091.0502832,1584,1.134599208831787
1600628091.430943,1588,1.0252119302749634
1600628093.0517774,1605,1.0516947507858276
1600628097.80454,1640,1.1748948097229004
1600628098.5663652,1648,1.0897386074066162
1600628100.472058,1668,1.157180905342102
1600628101.8062003,1682,1.1638656854629517
1600628102.6643934,1691,0.9683064222335815
1600628103.235146,1697,1.0440651178359985
1600628105.1724088,1702,1.1529897451400757
1600628105.8396277,1709,0.9553313255310059
1600628106.6973314,1718,1.0482447147369385
1600628108.0310135,1732,1.1012119054794312
1600628108.2216005,1734,1.1003563404083252
1600628108.5076978,1737,1.055548906326294
1600628109.3635437,1746,1.240942120552063
1600628114.1297512,1781,1.0802316665649414
1600628116.4210172,1805,1.1366602182388306
1600628118.4286578,1826,1.087849497795105
1600628120.148074,1844,1.19878089427948
1600628122.436501,1853,1.1450780630111694
1600628123.6741283,1866,1.1592170000076294
1600628123.959449,1869,1.104882836341858
1600628124.7214684,1877,1.1236153841018677
1600628128.5414476,1917,1.0549918413162231
1600628131.6057456,1934,1.1571805477142334
1600628132.5602148,1944,1.0048611164093018
1600628132.8463864,1947,0.9485461115837097
1600628134.7578557,1967,1.0285474061965942
1600628136.2889001,1983,1.0973097085952759
1600628139.479338,2001,1.0908915996551514
1600628140.6252475,2013,1.1715781688690186
1600628142.2484777,2030,1.1040278673171997
1600628142.822341,2036,1.104352355003357
1600628145.1127326,2060,1.1499989032745361
1600628147.78419,2073,1.1117000579833984
1600628148.0702057,2076,1.1176793575286865
1600628148.166375,2077,1.1200617551803589
1600628148.931435,2085,1.240802526473999
1600628149.3129036,2089,0.9984184503555298
1600628149.9816413,2096,0.9951410293579102
1600628154.6342757,2145,1.00233793258667
1600628156.51001,2149,1.14602530002594
1600628157.1782172,2156,1.0411744117736816
1600628158.0378172,2165,1.0984700918197632
1600628160.138508,2187,1.0523052215576172
1600628160.521208,2191,1.0436886548995972
1600628161.2848299,2199,1.0583782196044922
1600628162.0498,2207,0.9116374850273132
1600628162.4317143,2211,1.173588752746582
1600628165.7787127,2231,1.120556116104126
1600628166.258289,2236,1.1081516742706299
1600628166.353902,2237,1.0981924533843994
1600628166.831422,2242,1.1536885499954224
1600628167.9784822,2254,1.0912810564041138
1600628168.265472,2257,1.028638482093811
1600628168.7433968,2262,1.0943262577056885
1600628170.5592737,2281,1.001103162765503
1600628173.5550692,2297,1.0605796575546265
1600628174.5099242,2307,1.0463786125183105
1600628175.657374,2319,1.0643973350524902
1600628178.1418667,2345,0.9964682459831238
1600628179.0013504,2354,1.2578704357147217
1600628183.8180044,2389,0.9691222310066223
1600628183.9134963,2390,1.0496851205825806
1600628184.1045115,2392,1.141753077507019
1600628188.3118691,2436,1.1587204933166504
1600628190.522175,2444,1.2575724124908447
1600628191.382207,2453,0.9619611501693726
1600628191.5731816,2455,0.9055854082107544
1600628192.0513892,2460,1.0503356456756592
1600628194.4421215,2485,1.0597383975982666
1600628194.5380723,2486,1.005598783493042
1600628195.4938257,2496,1.143930435180664
1600628195.6850462,2498,1.005866289138794
1600628196.1618586,2503,1.0483585596084595
1600628198.9114048,2517,1.137595772743225
1600628199.4824002,2523,1.1060808897018433
1600628200.3437448,2532,1.078397512435913
1600628201.7745378,2547,1.0704772472381592
1600628202.1552064,2551,1.0508873462677002
1600628202.3469973,2553,1.1605298519134521
1600628204.7373369,2578,1.081899642944336
1600628208.3018713,2600,0.9558793306350708
1600628208.8764923,2606,1.041782259941101
1600628210.5005462,2623,1.0153343677520752
1600628211.0728695,2629,1.0955606698989868
1600628213.5613205,2655,1.0335365533828735
1600628217.2200694,2678,1.107452630996704
1600628217.8896272,2685,1.1575853824615479
1600628218.3680942,2690,1.1171860694885254
1600628219.6088927,2703,1.0933735370635986
1600628224.6059833,2740,0.980352520942688
1600628225.9446504,2754,1.131073236465454
1600628229.2872372,2789,1.0965526103973389
1600628238.7022994,2872,0.9890235662460327
1600628239.5636108,2881,1.2197152376174927
1600628241.8835325,2890,0.9991707801818848
1600628242.4573772,2896,1.0371202230453491
1600628244.7493124,2920,1.0943714380264282
1600628253.7380037,2967,1.1430273056030273
1600628254.4976532,2975,1.0029276609420776
1600628257.927127,3011,1.1296741962432861
1600628259.4506218,3027,1.0839699506759644
1600628259.7364902,3030,1.0852091312408447
1600628261.927494,3038,1.1507214307785034
1600628262.2141876,3041,1.0147387981414795
1600628264.502692,3065,1.0562965869903564
1600628264.8837178,3069,0.9924142956733704
1600628267.7448938,3099,1.1761736869812012
1600628272.820791,3137,1.1552870273590088
1600628274.5380018,3155,1.1078646183013916
1600628275.1112206,3161,1.0897773504257202
1600628276.6367588,3177,1.0131309032440186
1600628279.8011687,3195,0.9899083375930786
1600628279.8963633,3196,0.955156147480011
1600628283.139836,3230,1.2107298374176025
1600628284.095361,3240,1.0906360149383545
1600628284.3815641,3243,1.0603612661361694
1600628284.4768698,3244,1.0945594310760498
1600628284.6678298,3246,1.0112793445587158
1600628284.7642639,3247,1.2059959173202515
1600628288.5946383,3272,1.1089041233062744
1600628291.7419755,3305,0.992526650428772
1600628300.0103536,3345,0.9964731335639954
1600628302.9625072,3376,1.1216015815734863
1600628305.5035143,3403,0.9893700480461121
1600628307.4458733,3408,1.098646879196167
1600628309.5431454,3430,0.9591442346572876
1600628311.353891,3449,0.9728116989135742
1600628312.7839508,3464,1.0506441593170166
1600628315.7319553,3480,1.1153815984725952
1600628318.4950578,3509,1.115054726600647
1600628318.7809448,3512,1.007696509361267
1600628321.163983,3537,1.107041835784912
1600628325.07443,3563,1.1235668659210205
1600628326.6968684,3580,1.0342590808868408
1600628328.6056592,3600,1.0536779165267944
1600628330.3232875,3618,1.0287233591079712
1600628330.5142982,3620,0.9665105938911438
1600628330.7057247,3622,1.080028772354126
1600628332.732918,3628,1.0397303104400635
1600628335.4052122,3656,1.1258779764175415
1600628336.7423189,3670,1.182499885559082
1600628343.5276158,3726,1.143581748008728
1600628343.9091752,3730,1.1381213665008545
1600628344.959602,3741,0.9648669958114624
1600628347.9163287,3772,1.072082757949829
1600628353.2888415,3780,1.1092149019241333
1600628354.527229,3793,1.078675389289856
1600628355.0032923,3798,1.0171266794204712
1600628356.5291069,3814,1.1902403831481934
1600628357.00551,3819,0.9598755836486816
1600628357.1952264,3821,1.1621041297912598
1600628358.148206,3831,1.069352149963379
1600628358.5287085,3835,0.9920393824577332
1600628362.699589,3864,1.0289864540100098
1600628363.8416085,3876,1.0058925151824951
1600628370.2281525,3928,1.0769654512405396
1600628371.2749488,3939,0.9593344926834106
1600628372.8964593,3956,1.159900188446045
1600628375.5657828,3984,1.0877389907836914
1600628379.4836864,4010,1.0753300189971924
1600628380.629038,4022,1.0797940492630005
1600628381.6797097,4033,1.0724116563796997
1600628381.9651783,4036,1.006972074508667
1600628388.8723984,4093,1.0955045223236084
1600628389.348494,4098,1.1631858348846436
1600628389.4433398,4099,1.043853521347046
1600628390.3973417,4109,1.0184881687164307
1600628398.8067133,4182,1.0656378269195557
1600628399.8549454,4193,1.117775797843933
1600628399.9509645,4194,1.0773569345474243
1600628400.1419232,4196,1.120294213294983
1600628400.619348,4201,1.020880937576294
1600628400.7147021,4202,1.0433787107467651
1600628404.567188,4227,1.0870732069015503
1600628405.046567,4232,1.1016132831573486
1600628405.3332913,4235,0.9915584325790405
1600628406.0982003,4243,1.067535638809204
1600628408.0096612,4263,1.0443916320800781
1600628408.2948236,4266,1.0859100818634033
1600628408.389694,4267,0.9342875480651855
1600628409.8221858,4282,1.091919183731079
1600628413.3582876,4304,1.0745699405670166
1600628414.6021004,4317,1.017059087753296
1600628414.7928984,4319,0.983919620513916
1600628416.0356076,4332,1.1010115146636963
1600628420.989011,4369,0.9550561904907227
1600628423.2833292,4393,1.0885579586029053
1600628423.9506993,4400,1.0191779136657715
1600628424.5261297,4406,0.9949353933334351
1600628426.81995,4430,1.0554457902908325
1600628427.1064441,4433,1.086118221282959
1600628434.1854243,4492,1.214845061302185
1600628435.8109992,4509,1.0871403217315674
1600628435.9074507,4510,1.0427435636520386
1600628439.2644212,4530,0.9719274640083313
1600628439.551116,4533,1.0332353115081787
1600628440.4104974,4542,1.2342547178268433
1600628443.8541634,4578,1.1149297952651978
1600628444.1415448,4581,1.0036298036575317
1600628447.1184475,4597,1.0914793014526367
1600628450.0820253,4628,1.2647944688796997
1600628452.7583199,4656,0.9562657475471497
1600628457.4089422,4664,0.9072490930557251
1600628457.7886171,4668,1.0925041437149048
1600628458.5507567,4676,1.0577336549758911
1600628459.598258,4687,1.1385780572891235
1600628462.0760407,4713,1.1438544988632202
1600628462.5530097,4718,1.0136017799377441
1600628464.078766,4734,1.1129497289657593
1600628467.0502257,4750,1.0980231761932373
1600628467.8132067,4758,1.055992841720581
1600628468.6698458,4767,1.0416051149368286
1600628469.5271707,4776,1.086928367614746
1600628470.5761473,4787,1.0239598751068115
1600628470.6715915,4788,1.0050166845321655
1600628471.8140514,4800,1.0169581174850464
1600628472.0052261,4802,1.0169825553894043
1600628477.0620615,4840,1.152564525604248
1600628478.206363,4852,1.0421335697174072
1600628480.0194693,4871,1.0528171062469482
1600628483.681635,4894,1.0935238599777222
1600628485.590525,4914,1.0396416187286377
1600628491.601292,4962,1.0648448467254639
1600628492.458527,4971,0.9973762631416321
1600628492.7451658,4974,1.1473698616027832
1600628492.936016,4976,1.03777277469635
1600628497.8039916,5027,1.0422475337982178
1600628498.0900567,5030,1.0852102041244507
1600628501.4558513,5050,1.1202232837677002
1600628501.647536,5052,1.1183197498321533
1600628501.7432072,5053,0.971603274345398
1600628502.4122071,5060,1.0590791702270508
1600628504.1310072,5078,1.1219972372055054
1600628508.214234,5106,0.954980194568634
1600628510.1219575,5126,1.0446627140045166
1600628510.3128176,5128,1.1004588603973389
1600628510.8844957,5134,1.1003625392913818
1600628513.8412611,5165,1.0167523622512817
1600628516.8827753,5182,1.065711498260498
1600628518.6021247,5200,1.1403199434280396
1600628519.3659801,5208,1.126064658164978
1600628522.328201,5239,1.054367184638977
1600628526.3852446,5266,1.017605185508728
1600628528.5832016,5289,1.0040651559829712
1600628531.3575327,5318,1.1163157224655151
1600628533.8959167,5329,1.065388798713684
1600628535.4210753,5345,1.0150973796844482
1600628536.757049,5359,1.004908561706543
1600628538.7637956,5380,1.0635709762573242
1600628544.0550032,5420,1.1462628841400146
1600628546.1550002,5442,0.9498220682144165
1600628546.6317184,5447,1.064487099647522
1600628551.6111984,5484,1.0023791790008545
1600628552.6595082,5495,1.0554931163787842
1600628553.234089,5501,1.0008670091629028
1600628554.5701325,5515,0.9049133062362671
1600628554.7614577,5517,1.0673359632492065
1600628557.788704,5549,0.9950720071792603
1600628561.558425,5573,0.955287754535675
1600628562.7024825,5585,1.0239558219909668
1600628562.8935595,5587,1.0859521627426147
1600628563.46767,5593,1.0359450578689575
1600628564.6137397,5605,1.0833829641342163
1600628568.426483,5630,1.0879002809524536
1600628571.1062725,5658,1.0892927646636963
1600628571.298961,5660,1.083801031112671
1600628571.683738,5664,1.1582177877426147
1600628573.1213403,5679,1.0012837648391724
1600628578.4963493,5720,1.1430554389953613
1600628578.783622,5723,1.160162329673767
1600628582.2260973,5759,0.9595880508422852
1600628585.3074749,5776,1.0806450843811035
1600628585.5950146,5779,0.9676057696342468
1600628586.548742,5789,1.0768311023712158
1600628588.2664993,5807,0.9721392393112183
1600628588.3618965,5808,1.0558958053588867
1600628589.9840064,5825,1.0072972774505615
1600628590.2698977,5828,0.9686029553413391
1600628594.964438,5862,1.1289422512054443
1600628595.154875,5864,1.0256235599517822
1600628595.8251524,5871,1.1019927263259888
1600628598.403591,5898,1.0123600959777832
1600628599.2635128,5907,1.0151927471160889
1600628602.7110791,5928,1.017905831336975
1600628605.0009108,5952,1.0981338024139404
1600628605.4786463,5957,1.129225492477417
1600628606.052385,5963,0.9548690915107727
1600628608.6299224,5990,1.072986364364624
1600628611.9939828,6010,1.0628830194473267
1600628612.4713244,6015,1.1612861156463623
1600628613.9042757,6030,1.1022261381149292
1600628614.3833654,6035,1.0414589643478394
1600628619.9567864,6078,0.9506864547729492
1600628620.337836,6082,1.1751139163970947
1600628622.3479064,6103,1.0507380962371826
1600628622.5386345,6105,1.0456888675689697
1600628624.0653236,6121,0.986397385597229
1600628624.2565575,6123,1.1023967266082764
1600628624.8302615,6129,1.0652259588241577
1600628625.0225585,6131,1.0596625804901123
1600628628.2018592,6149,0.9553950428962708
1600628630.397594,6172,1.078324556350708
1600628631.2577775,6181,1.030198335647583
1600628633.0717359,6200,1.0550434589385986
1600628634.1234999,6211,1.120012640953064
1600628634.3144622,6213,1.1041321754455566
1600628636.3394308,6219,1.0141382217407227
1600628637.580073,6232,1.031998634338379
1600628639.29734,6250,1.0313210487365723
1600628642.9960387,6289,1.0645349025726318
1600628646.712496,6312,1.0436667203903198
1600628647.0939515,6316,1.0269144773483276
1600628647.1894503,6317,1.0137488842010498
1600628647.8580732,6324,0.9622771143913269
1600628649.4809673,6341,1.0630295276641846
1600628650.5301852,6352,1.1056544780731201
1600628651.5501428,6363,1.1216952800750732
1600628653.6896272,6370,1.1944351196289062
1600628654.261576,6376,1.0661680698394775
1600628656.5551527,6400,1.0951451063156128
1600628663.6457462,6459,1.0654923915863037
1600628667.0834394,6495,1.0498073101043701
1600628667.1786294,6496,1.0315914154052734
1600628667.56001,6500,1.1024105548858643
1600628670.9464095,6520,0.9862462282180786
1600628671.041689,6521,1.0973023176193237
1600628671.1374602,6522,0.9475682377815247
1600628671.9010642,6530,1.1202142238616943
1600628676.1015291,6574,1.1455520391464233
1600628676.7671514,6581,1.0241302251815796
1600628677.0549545,6584,1.0263386964797974
1600628680.3379984,6603,1.052935004234314
1600628685.5037417,6657,1.0104091167449951
1600628687.8116937,6666,1.204636573791504
1600628688.0020983,6668,1.2055314779281616
1600628688.3839874,6672,1.1837100982666016
1600628688.9546633,6678,1.0942031145095825
1600628689.2414055,6681,1.2384394407272339
1600628689.9102533,6688,0.965275764465332
1600628690.6751027,6696,1.0249764919281006
1600628690.960473,6699,1.0946511030197144
1600628692.1058173,6711,1.0896623134613037
1600628696.1265602,6738,1.1399818658828735
1600628696.5093555,6742,0.9282161593437195
1600628697.5609443,6753,1.0810989141464233
1600628698.6105595,6764,1.0623345375061035
1600628706.5698605,6832,1.066772222518921
1600628707.9055526,6846,1.104976773262024
1600628708.670336,6854,1.026207685470581
1600628710.007817,6868,1.0479227304458618
1600628710.1029806,6869,1.0994025468826294
1600628714.04008,6895,1.0155283212661743
1600628715.3773437,6909,0.9558612108230591
1600628717.7646434,6934,1.024027943611145
1600628721.9767592,6963,1.14508056640625
1600628722.2629092,6966,1.1434261798858643
1600628724.7489243,6992,1.0098236799240112
1600628726.469594,7010,1.0606294870376587
1600628726.8518462,7014,1.166310429573059
1600628730.7116172,7039,1.1553881168365479
1600628733.1999037,7065,1.018426775932312
1600628735.687179,7091,0.9896078109741211
1600628738.566527,7106,0.9641739130020142
1600628739.330119,7114,0.9884940385818481
1600628739.4258053,7115,0.9918540716171265
1600628741.529671,7137,0.9767295122146606
1600628741.9113474,7141,1.0325310230255127
1600628743.2505608,7155,1.0963630676269531
1600628751.5992854,7195,1.0869784355163574
1600628752.454685,7204,1.230410099029541
1600628753.5992737,7216,1.0049049854278564
1600628755.4089174,7235,1.1291487216949463
1600628755.6958218,7238,1.072561502456665
1600628756.5525103,7247,1.128223180770874
1600628761.5081604,7284,0.9839024543762207
1600628763.0365784,7300,0.9529978036880493
1600628764.0852847,7311,1.1585204601287842
1600628767.2353628,7329,1.0983526706695557
1600628768.1899273,7339,1.119064450263977
1600628768.285423,7340,1.200732707977295
1600628770.003116,7358,1.0835881233215332
1600628770.0982516,7359,0.993817925453186
1600628772.2906148,7382,0.9807151556015015
1600628772.67318,7386,1.2318904399871826
1600628775.5666718,7401,0.9820766448974609
1600628778.4225314,7431,1.0706379413604736
1600628779.2795646,7440,1.021108627319336
1600628779.5648236,7443,1.0663750171661377
1600628780.2330427,7450,1.007003664970398
1600628781.1850252,7460,1.0726927518844604
1600628781.470852,7463,1.1262776851654053
1600628781.9456902,7468,1.004172682762146
1600628784.3541994,7478,1.0053895711898804
1600628786.6458209,7502,1.1962227821350098
1600628787.5074835,7511,1.0998241901397705
1600628789.3211749,7530,1.1303125619888306
1600628790.9170575,7547,0.9214723110198975
1600628798.291913,7609,1.1732150316238403
1600628803.0832114,7644,1.182208776473999
1600628804.7042236,7661,1.064116358757019
1600628805.6587927,7671,1.1142381429672241
1600628806.1360774,7676,1.0395375490188599
1600628807.1881137,7687,1.1354275941848755
1600628807.7614536,7693,0.9049531817436218
1600628809.8935266,7700,1.0117486715316772
1600628811.6137404,7718,1.1023973226547241
1600628812.092817,7723,0.9577409625053406
1600628812.5694356,7728,1.173520803451538
1600628814.2925596,7746,0.9800816774368286
1600628815.3434505,7757,0.9875799417495728
1600628815.630207,7760,1.0416698455810547
1600628819.001931,7780,1.08408522605896
1600628819.76819,7788,1.0675551891326904
1600628820.724563,7798,1.0763925313949585
1600628821.8738384,7810,0.9831500053405762
1600628824.0704956,7833,1.1481006145477295
1600628824.5476215,7838,0.9393261671066284
1600628831.81075,7899,1.0365145206451416
1600628831.9059658,7900,1.0934534072875977
1600628836.404003,7932,1.0912301540374756
1600628840.512294,7975,1.0239856243133545
1600628841.2774632,7983,0.9949592351913452
1600628842.0117342,7991,1.0587610006332397
1600628843.5912914,7992,1.1595770120620728
1600628846.8441186,8026,1.059969186782837
1600628847.896175,8037,0.9209839105606079
1600628849.0430913,8049,0.9706755876541138
1600628855.3114524,8066,1.162377119064331
1600628861.0286198,8126,1.0906126499176025
1600628864.7299929,8150,1.0694079399108887
1600628867.5896192,8180,1.1733708381652832
1600628867.9697871,8184,1.0998995304107666
1600628869.3050315,8198,0.999157726764679
1600628875.4186993,8215,1.0549808740615845
1600628875.9847589,8221,1.0478893518447876
1600628879.9866602,8263,1.026633381843567
1600628881.513727,8279,1.0662450790405273
1600628883.983174,8290,1.0509004592895508
1600628884.840853,8299,1.0639327764511108
1600628885.6051033,8307,1.0174667835235596
1600628887.5143492,8327,1.0697029829025269
1600628887.7057967,8329,1.043290376663208
1600628887.9921196,8332,0.9628694653511047
1600628888.182937,8334,1.0516362190246582
1600628888.7539835,8340,1.0182876586914062
1600628890.6617897,8360,1.0521703958511353
1600628892.3792589,8363,1.0018941164016724
1600628892.8549154,8368,1.0343821048736572
1600628893.7123296,8377,1.0874817371368408
1600628901.7928085,8447,0.9488608241081238
1600628903.7016993,8467,1.0241183042526245
1600628903.797013,8468,0.9879897236824036
1600628903.9871182,8470,1.112380027770996
1600628905.3262477,8484,1.1492106914520264
1600628905.7092009,8488,1.0196397304534912
1600628906.5687888,8497,1.135162115097046
1600628906.664024,8498,1.0549826622009277
1600628907.1414256,8503,1.2132799625396729
1600628907.6188893,8508,1.0149565935134888
1600628910.4702795,8523,1.0862520933151245
1600628913.424524,8554,1.0629489421844482
1600628914.5693798,8566,1.1537415981292725
1600628915.2362761,8573,0.9581729173660278
1600628915.7134318,8578,1.1376055479049683
1600628918.490666,8592,1.0053058862686157
1600628919.3485222,8601,1.1272318363189697
1600628921.8258488,8627,1.08696711063385
1600628922.4954455,8634,1.1485012769699097
1600628922.5905478,8635,0.9405940771102905
1600628923.4470599,8644,1.0578482151031494
1600628928.5189874,8682,1.0779556035995483
1600628929.2823157,8690,1.0160894393920898
1600628929.3775291,8691,0.9861836433410645
1600628929.7599952,8695,1.0184367895126343
1600628932.819153,8727,1.141040563583374
1600628938.7608027,8774,0.9548537135124207
1600628939.1438088,8778,1.0266801118850708
1600628940.864662,8796,1.0605075359344482
1600628941.3418992,8801,1.0685595273971558
1600628944.5143292,8819,1.0563280582427979
1600628944.8015237,8822,1.0549088716506958
1600628946.8055978,8843,1.0501980781555176
1600628947.855552,8854,1.2048759460449219
1600628950.146971,8878,0.9715493321418762
1600628952.2176456,8885,0.9971923828125
1600628953.8397334,8902,1.2078900337219238
1600628954.0310712,8904,1.1784521341323853
1600628954.3177347,8907,1.0771687030792236
1600628956.3201733,8928,0.9864222407341003
1600628956.5116205,8930,1.0048413276672363
1600628956.989121,8935,0.9770013689994812
1600628958.039201,8946,1.1610307693481445
1600628960.6171975,8958,1.0070631504058838
1600628962.239802,8975,0.9891878962516785
1600628963.9569485,8993,1.1093671321868896
1600628964.529581,8999,1.0713603496551514
1600628965.4852748,9009,1.1839008331298828
1600628967.1765609,9027,1.0328526496887207
1600628968.7646194,9028,1.1417627334594727
1600628971.3420613,9055,0.9403520822525024
1600628972.1058223,9063,1.019883155822754
1600628973.0622907,9073,1.1661651134490967
1600628974.1133795,9084,1.0627667903900146
1600628977.5860221,9105,1.0050480365753174
1600628979.3070366,9123,1.0523874759674072
1600628982.363198,9155,1.0061473846435547
1600628983.0314956,9162,1.0623385906219482
1600628989.4433982,9214,1.0828571319580078
1600628989.6353395,9216,1.073711633682251
1600628990.5931206,9226,0.9541326761245728
1600628991.2617197,9233,1.0976269245147705
1600628995.3018496,9260,1.1207882165908813
1600628997.3070452,9281,1.0049623250961304
1600628998.262772,9291,1.1380971670150757
1600628999.7892952,9307,1.0548672676086426
1600628999.9788036,9309,0.9199156761169434
1600629000.6481967,9316,1.2686583995819092
1600629005.1757977,9348,1.0892680883407593
1600629005.6546495,9353,1.009850263595581
1600629006.7040043,9364,1.1438665390014648
1600629007.1835225,9369,1.0187013149261475
1600629012.7414258,9412,1.0120517015457153
1600629013.028778,9415,0.9610563516616821
1600629014.941027,9435,1.2164225578308105
1600629015.5142736,9441,1.0876233577728271
1600629015.6098442,9442,0.9048822522163391
1600629018.0925207,9468,0.9911438226699829
1600629020.2084444,9475,1.033056378364563
1600629026.2266314,9538,1.0147989988327026
1600629028.5578194,9547,1.040177583694458
1600629029.226057,9554,1.0179576873779297
1600629029.5131676,9557,1.1893281936645508
1600629030.180554,9564,1.11568284034729
1600629030.4681377,9567,1.0706961154937744
1600629032.5679684,9589,0.9362725019454956
1600629033.6167095,9600,0.9697123765945435
1600629034.6667109,9611,1.1773158311843872
1600629037.2646282,9623,1.1546584367752075
1600629037.359919,9624,1.0743377208709717
1600629037.6454232,9627,1.1340149641036987
1600629039.9386554,9651,1.1977072954177856
1600629040.5111048,9657,1.0419708490371704
1600629042.7071254,9680,1.0156713724136353
1600629043.6627197,9690,1.0298824310302734
1600629045.887809,9698,1.1312202215194702
1600629047.0331178,9710,0.987156093120575
1600629051.712071,9759,1.1317776441574097
1600629051.8072999,9760,1.0763710737228394
1600629054.011778,9768,1.103786587715149
1600629054.8697665,9777,1.104865550994873
1600629058.2121024,9812,1.0488016605377197
1600629060.8892426,9840,1.1768800020217896
1600629062.6463373,9843,1.1519412994384766
1600629066.4664342,9883,1.0162737369537354
1600629068.759742,9907,1.1371445655822754
1600629074.1981013,9917,1.0600980520248413
1600629079.4355435,9972,1.005191445350647
1600629080.674279,9985,1.014987826347351
1600629083.1486237,9996,0.994719386100769
1600629084.8633971,10014,1.0193840265274048
1600629088.2933319,10050,1.1539840698242188
1600629088.769056,10055,1.0722402334213257
1600629088.8642678,10056,1.116457462310791
1600629089.0547373,10058,1.0113521814346313
1600629091.8403883,10072,0.9861398935317993
1600629092.9833398,10084,1.038646936416626
1600629095.172085,10107,1.0182610750198364
1600629095.743198,10113,1.0122950077056885
1600629097.1715786,10128,1.0852330923080444
1600629097.7432604,10134,1.0660462379455566
1600629100.093975,10144,1.243715763092041
1600629102.38045,10168,1.011343240737915
1600629103.9983833,10185,1.0054290294647217
1600629106.0931976,10207,1.0225074291229248
1600629110.4929636,10238,1.0934776067733765
1600629111.1590195,10245,1.1495527029037476
1600629111.4450977,10248,1.041727066040039
1600629112.2086077,10256,0.9548351168632507
1600629113.7344952,10272,1.0605623722076416
